date,n_assets,sdf_payoff,mean_realized_return,mean_target_return,mean_expected_return,rms_pricing_error,rms_forecast_error,rms_reconstruction_error,mean_factor_effective_n,mean_abs_factor_weight,fold
2007-04-01,1998,1.0002721548080444,0.04204215481877327,-4.773144657299611e-10,-0.0003398987464606762,0.09736469388008118,0.09609339386224747,0.09544774144887924,1880.1297607421875,0.0005005004932172596,2
2007-05-01,2023,0.9999542236328125,-0.013446628116071224,-1.178539627000319e-10,-0.0005573995294980705,0.0826038271188736,0.08139374852180481,0.08022293448448181,1914.185791015625,0.0004943153471685946,2
2007-06-01,2014,0.9978743195533752,-0.054696910083293915,2.5451833973733073e-09,-0.0005628880462609231,0.1000128909945488,0.10010038316249847,0.09825891256332397,1900.188232421875,0.0004965243279002607,2
2007-07-01,1969,0.998471200466156,0.002262059599161148,3.632583678303547e-10,-0.00027664401568472385,0.10423070192337036,0.10430832952260971,0.10246562957763672,1872.7310791015625,0.000507872027810663,2
2007-08-01,1969,1.0002548694610596,0.01880885288119316,-7.265167356607094e-10,3.413078957237303e-05,0.09826599806547165,0.09735488146543503,0.09524765610694885,1855.7269287109375,0.000507872027810663,2
2007-09-01,1952,1.0002222061157227,0.021113406866788864,1.2214066424931502e-09,-3.3745021937647834e-05,0.12499459087848663,0.12445825338363647,0.12215565890073776,1857.7850341796875,0.0005122950533404946,2
2007-10-01,1954,0.9939813613891602,-0.07107286155223846,-1.9522503613700337e-09,-3.674549952847883e-05,0.10832288861274719,0.10939031094312668,0.10844927281141281,1856.0672607421875,0.0005117707187309861,2
2007-11-01,1910,0.9994813203811646,-0.006891321390867233,-1.0610250456011272e-09,-0.00011105238081654534,0.11299025267362595,0.1122422143816948,0.11100273579359055,1818.9278564453125,0.0005235602147877216,2
2007-12-01,1907,0.9974608421325684,-0.06662309914827347,4.500822825548312e-09,0.00036818129592575133,0.12809650599956512,0.12803462147712708,0.12822675704956055,1801.2296142578125,0.0005243838531896472,2
2008-01-01,1869,0.9977532625198364,-0.030473902821540833,-6.697151166967785e-10,0.00273665483109653,0.131980761885643,0.13162033259868622,0.13201218843460083,1821.255615234375,0.0005350454594008625,3
2008-02-01,1846,0.9974977374076843,-0.016097787767648697,-7.749249575361716e-10,0.0027741603553295135,0.11568143218755722,0.1159595474600792,0.1156797707080841,1796.65869140625,0.0005417118081822991,3
2008-03-01,1828,1.000420331954956,0.049805011600255966,-1.6955369330773351e-09,0.0024987375363707542,0.13367126882076263,0.13313214480876923,0.13293273746967316,1778.0604248046875,0.0005470459582284093,3
2008-04-01,1852,1.000326156616211,0.046076808124780655,2.3172432861429115e-09,0.0029833372682332993,0.12419699132442474,0.12346090376377106,0.12413656711578369,1806.5299072265625,0.0005399567889980972,3
2008-05-01,1880,0.9984384775161743,-0.09302622824907303,-3.550915117500608e-09,0.003102485788986087,0.13489390909671783,0.13476186990737915,0.13513897359371185,1820.7586669921875,0.0005319148767739534,3
2008-06-01,1814,0.9991908669471741,0.011750556528568268,-1.840055219304304e-09,0.0024566613137722015,0.15341494977474213,0.1540519893169403,0.1531781554222107,1756.247314453125,0.0005512679344974458,3
2008-07-01,1847,0.9998778104782104,0.033839281648397446,1.4844686591075629e-09,0.0022908267565071583,0.11707206070423126,0.11754994094371796,0.11677347123622894,1793.741455078125,0.0005414184997789562,3
2008-08-01,1872,0.9974790811538696,-0.10312198102474213,4.0755314678619925e-09,0.0026244365144521,0.142293319106102,0.1440897136926651,0.1422344148159027,1812.869384765625,0.0005341880605556071,3
2008-09-01,1811,0.9949583411216736,-0.22264786064624786,-1.105861979766587e-08,0.001798501587472856,0.16623449325561523,0.16775885224342346,0.16537241637706757,1764.0577392578125,0.0005521810962818563,3
2008-10-01,1625,0.995448112487793,-0.1113428846001625,-9.97690019488573e-09,0.0009004439343698323,0.1619279682636261,0.16308948397636414,0.15993256866931915,1566.246337890625,0.0006153846043162048,3
2008-11-01,1541,1.0025029182434082,0.05298733338713646,-3.0943358986235125e-09,0.0008403157698921859,0.15291857719421387,0.15237249433994293,0.1522417515516281,1497.46337890625,0.0006489292718470097,3
2008-12-01,1592,0.998157262802124,-0.08647885918617249,1.497604151801113e-09,0.001475801574997604,0.16137954592704773,0.16128644347190857,0.16123072803020477,1538.6553955078125,0.0006281406385824084,3
2009-01-01,1520,1.0005182027816772,-0.10921486467123032,-1.8822519098904422e-09,0.0020912960171699524,0.14048655331134796,0.13949324190616608,0.13887593150138855,1472.4876708984375,0.0006578947650268674,4
2009-02-01,1446,0.9987422227859497,0.09791668504476547,-1.055241316549882e-08,0.0022593368776142597,0.13521936535835266,0.13689354062080383,0.13343538343906403,1392.3720703125,0.0006915629492141306,4
2009-03-01,1504,0.9951897263526917,0.16602292656898499,-1.9022758923625815e-09,0.001692181103862822,0.1973285973072052,0.20062820613384247,0.18414676189422607,1461.3746337890625,0.0006648935959674418,4
2009-04-01,1646,0.9998689889907837,0.041144028306007385,0.0,0.0005400676745921373,0.14348562061786652,0.14528179168701172,0.1415090411901474,1596.9339599609375,0.0006075334385968745,4
2009-05-01,1672,1.0003119707107544,0.012473274022340775,1.7111381200862752e-09,0.0013231015764176846,0.1195540800690651,0.11902756989002228,0.11828386038541794,1619.0467529296875,0.0005980861023999751,4
2009-06-01,1697,1.0001482963562012,0.09507834166288376,1.6508062694597925e-09,0.0021098938304930925,0.12679509818553925,0.12869781255722046,0.12246237695217133,1643.0931396484375,0.0005892752087675035,4
2009-07-01,1772,1.0001955032348633,0.0325324647128582,-1.883668332425259e-09,0.001907231518998742,0.12157340347766876,0.12312743067741394,0.119622603058815,1731.66943359375,0.0005643340991809964,4
2009-08-01,1801,1.0011426210403442,0.06439701467752457,1.5885746051935712e-09,0.0018251375295221806,0.110460564494133,0.11263924092054367,0.10586261749267578,1760.153076171875,0.0005552470684051514,4
2009-09-01,1832,0.9991961121559143,-0.05724794790148735,3.6439520290088012e-09,0.0018416790990158916,0.09801006317138672,0.09621894359588623,0.09550046175718307,1774.758544921875,0.0005458515370264649,4
2009-10-01,1797,0.9999850988388062,0.03725394606590271,9.287312585648522e-10,0.00177206308580935,0.10730486363172531,0.10790671408176422,0.1072695404291153,1750.081298828125,0.000556482991669327,4
2009-11-01,1797,0.999893307685852,0.0713496133685112,-1.8574625171297043e-09,0.0011338491458445787,0.09150898456573486,0.09335798770189285,0.08918192982673645,1755.7525634765625,0.0005564830498769879,4
2009-12-01,1832,0.9999394416809082,-0.03322947025299072,-9.109880072522003e-10,0.0003370241611264646,0.09610296785831451,0.09671289473772049,0.09609004110097885,1791.63818359375,0.0005458515370264649,4
2010-01-01,1817,0.9995321035385132,0.044191114604473114,-2.2306636537905433e-09,0.001665786374360323,0.09373443573713303,0.09338004887104034,0.0936335101723671,1797.78466796875,0.0005503577413037419,5
2010-02-01,1833,0.9995190501213074,0.07704191654920578,5.983226802896979e-09,0.0016710577765479684,0.10896202176809311,0.1091185212135315,0.10855673253536224,1809.181640625,0.0005455537466332316,5
2010-03-01,1874,0.9996540546417236,0.0468054860830307,4.9617527864143085e-09,0.0018013634253293276,0.10109395533800125,0.1015363410115242,0.10039695352315903,1860.268798828125,0.0005336179165169597,5
